"PROVINCIA";"TIPOLOXÍA";"NOME";"ENDEREZO";"LOCALIDADE";"CONCELLO";"CÓDIGO POSTAL";"TELÉFONO";"FAX";"COORDENADAS";"PORTAL WEB";"ENDEREZO WEB 2";"CORREO ELECTRÓNICO";"NIDEN";"ACCESO AO CATÁLOGO";"INFORMACIÓN ADICIONAL";"TITULARIDADE";"INSTITUCIÓN TTULAR";"ORGANISMO XESTOR";"ACCESO";"ESTADO";"SITUACIÓN ADMINISTRATIVA NA RBG"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal do Rosal";"Praza do Calvario, 1";"Rosal, O";"Rosal, O";"36770";"986625407/986625000";"986626034";"41.9371,-8.83669";"";"";"biblioteca@concellodorosal.es/orosal.rbgalicia@eidolocal.es/orosal@rbgalicia.org";"3601084-98";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de O Rosal";"Concello de O Rosal";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Alfonso D. Rodríguez Castelao";"Rúa Dr. Zunzunegui, 7";"Salceda de Caselas";"Salceda de Caselas";"36470";"986340543";"986349783";"42.1038,-8.55669";"";"";"biblioteca@salcedadecaselas.gal/salcedadecaselas.rbgalicia@eidolocal.es";"3601097-84";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Salceda de Caselas";"Concello de Salceda de Caselas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Salvaterra de Miño";"Rúa Raíña Urraca,  1";"Salvaterra de Miño";"Salvaterra de Miño";"36450";"637108343";"986658360";"42.084198,-8.497683";"";"";"biblioteca@concellodesalvaterra.org";"3601101-99";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Salvaterra de Miño";"Concello de Salvaterra de Miño";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Portonovo";"Rúa Independencia, 5";"Portonovo";"Sanxenxo";"36970";"986691149";"";"42.3954,-8.82579";"";"";"portonovo.sanxenxo.rbgalicia@eidolocal.es";"3600644-101";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Sanxenxo";"Concello de Sanxenxo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Central Emilia Pardo Bazán";"Pazo Emilia Pardo Bazán. Travesía Miraflores, 3 ";"Sanxenxo";"Sanxenxo";"36960";"986727936";"986727910";"42.4035127,-8.797747";"";"";"sanxenxo.rbgalicia@eidolocal.es";"3600644-100";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Sanxenxo";"Concello de Sanxenxo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Vilalonga";"Rúa do Mercado, Plaza Park bajo, nº 3";"Vilalonga";"Sanxenxo";"36990";"986744879";"";"42.44339,-8.834573";"";"";"vilalonga.sanxenxo.rbgalicia@eidolocal.es";"3600644-399";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Sanxenxo";"Concello de Sanxenxo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Daniel Castelao";"Rúa Progreso, 41";"Silleda";"Silleda";"36540";"986580720";"986581028";"42.6998,-8.24654";"";"";"biblioteca@silleda.es/rbgalicia@eidolocal.es";"3600657-102";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Silleda";"Concello de Silleda";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Luís Seoane";"Illas Alvedosas, 3  Entresollado";"Arcade";"Soutomaior";"36690";"986700291";"";"42.3424,-8.60893";"http://www.soutomaior.com/biblioteca/biblioteca_gal.html";"";"biblioteca@soutomaior.com";"3600660-103";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Soutomaior";"Concello de Soutomaior";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Biblioteca da Asociación de Veciños O Árbol";"Vilachán, 17-B";"Vilachán";"Tomiño";"36740";"986622517";"";"42.0028879,-8.7260926";"";"";"bibliotecavilachan@hotmail.es";"XXXUA3602194-12564";"http://www.opacmeiga.rbgalicia.org/";"";"Privada";"Asociación de Veciños O Árbol";"Asociación de Veciños O Árbol";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca do Centro Socio-Comunitario de Tui";"Rúa Colón, 10";"Tui";"Tui";"36700";"886110789";"886110794";"42.0493339,-8.6469717";"";"";"c.b.s.tui@xunta.es";"3602169-11313";"";"";"Pública";"Xunta de Galicia";"Xunta de Galicia";"Público";"Aberta";""
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Tui";"Rúa Colón, 2 (Edificio Area Panorámica)";"Tui";"Tui";"36700";"986607027/617498103";"986600570";"42.0496824,-8.647726";"";"";"biblioteca@tui.gal/tui.rbgalicia@eidolocal.es";"3600695-104";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Tui";"Concello de Tui";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Cordeiro";"Rúa  Ferreiros, 1 A";"Cordeiro";"Valga";"36645";"986556769";"986559455";"42.6959313,-8.6903741";"";"";"cordeiro.valga.rbgalicia@eidolocal.es";"3601499-237";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Valga";"Concello de Valga";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Valga";"Rúa Ferreirós, 1 - A";"Valga";"Valga";"36645";"986556769";"986556769";"42.6959313,-8.6903740";"www.valga.es";"";"valga.rbgalicia@eidolocal.es";"3601499-238";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Valga";"Concello de Valga";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Afundación Traviesas";"Praza de América, 3 - Entrechan";"Vigo";"Vigo";"36209";"986231518";"";"42.2205485,-8.733065";"";"";"bibliotecatraviesas@afundacion.org";"3600933-8087";"";"";"Privada";"Afundación (Fundación Galicia Obra Social)";"Afundación (Fundación Galicia Obra Social)";"Público";"Pechada temporalmente";""
"Pontevedra";"Biblioteca Pública";"Biblioteca do Centro Cultural, Artístico e Recreativo de Valladares";"Estrada Xeral de Valladares, 261. Camiño do Pedregal, 6";"Vigo";"Vigo";"36315";"986467053";"985467052";"42.174601,-8.721747";"";"";"cvallada@ctv.es";"3602175-8123";"http://www.opacmeiga.rbgalicia.org/";"";"Privada";"Centro Cultural Artístico e Recreativo de Valladares";"Centro Cultural Artísitico e Recreativo de Valladares";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública xestionada pola Consellería de Cultura e Turismo";"Biblioteca Pública de Vigo Juan Compañel ";"Joaquín Yáñez, 6";"Vigo";"Vigo";"36202";"886120440/886120445";"886120458";"42.2390755,-8.725410";"https://bibliotecas.xunta.gal/vigo/gl";"";"biblio.publica.vigo@xunta.gal";"3600948-341";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Vigo/Consellería de Cultura, Educación e Ordenación Universitaria";"Concello de Vigo/Consellería de Cultura e Turismo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Xosé Neira Vilas ";"Avenida Martínez Garrido, 21";"Vigo";"Vigo";"36205";"986267759";"";"42.228905,-8.699824";"http://bibliotecaneiravilas.vigo.org/";"";"bpneiravilas@vigo.org/direccion.bpneiravilas@vigo.org";"3602142-11186";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Vigo";"Concello de Vigo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Teatro Afundación Vigo";"Rúa Policarpo Sanz, 13 -5º andar";"Vigo";"Vigo";"36202";"886116933";"";"42.2376,-8.72339";"";"";"bibliotecateatro@afundacion.org";"3600927-8050";"";"";"Privada";"Afundación (Fundación Galicia Obra Social)";"Afundación (Fundación Galicia Obra Social)";"Público";"Pechada temporalmente";""
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Neira Vilas de Vila de Cruces";"Rúa Castelao, s/n";"Vila de Cruces";"Vila de Cruces";"36590";"986592630";"";"42.792976,-8.166726";"";"";"viladecruces.rbgalicia@eidolocal.es";"3600999-105";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vila de Cruces";"Concello de Vila de Cruces";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Vilaboa";"Rúa Pazos, 1 - A";"San Adrián de Cobres";"Vilaboa";"36142";"986673806";"986672546";"42.328997,-8.64815";"http://www.vilaboa.org/biblioteca.html";"";"biblioteca@vilaboa.org/vilaboa.rbgalicia@eidolocal.es";"3602083-106";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilaboa";"Concello de Vilaboa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Bamio";"Rúa San Xoán, s/n";"Vilagarcía de Arousa";"Vilagarcía de Arousa";"36618";"986565228";"986501109";"42.6301228,-8.759478";"https://catalogo-rbgalicia.xunta.gal/";"";"biblioteca@vilagarcia.gal/vilagarcia.rbgalicia@eidolocal.es";"3600578-86";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilagarcía de Arousa";"Concello de Vilagarcía de Arousa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Carril";"Rúa Santiago, 22";"Vilagarcía de Arousa";"Vilagarcía de Arousa";"36610";"986565228";"986501109";"42.616,-8.7744";"https://catalogo-rbgalicia.xunta.gal/";"";"biblioteca@vilagarcia.gal/carril.vilagarcia.rbgalicia@eidolocal.es";"3600578-85";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilagarcía de Arousa";"Concello de Vilagarcía de Arousa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Rosalía de Castro";"Rúa Alcalde Rey Daviña, 14";"Vilagarcía de Arousa";"Vilagarcía de Arousa";"36600";"986565228";"986501109";"42.597,-8.76525";"https://catalogo-rbgalicia.xunta.gal/";"";"biblioteca@vilagarcia.es/vilagarcia.rbgalicia@eidolocal.es";"3600578-107";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilagarcía de Arousa";"Concello de Vilagarcía de Arousa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Vilaxoán";"Rúa Doctor Vázquez Leis, 16";"Vilaxoán (Sobrán)";"Vilagarcía de Arousa";"36611";"986565228";"986501109";"42.5868,-8.7878";"https://catalogo-rbgalicia.xunta.gal/";"";"biblioteca@vilagarcia.es/vilagarcia.rbgalicia@eidolocal.es";"3600578-87";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilagarcía de Arousa";"Concello de Vilagarcía de Arousa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura  Municipal de Tremoedo";"Casa da Cultura de Tremoedo. A Gombra, s/n";"Gombra (Tremoedo)";"Vilanova de Arousa";"36628";"986524170";"";"42.543307,-8.802946";"";"";"cctremoedo@vilanovadearousa.com";"3601059-10408";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilanova de Arousa";"Concello de Vilanova de Arousa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Irmáns Camba";"Praza dos Olmos";"Vilanova";"Vilanova de Arousa";"36620";"986561210";"";"42.5623,-8.82859";"";"";"cultura@vilanovadearousa.com/vilanova.rbgalicia@eidolocal.es";"3601059-108";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilanova de Arousa";"Concello de Vilanova de Arousa";"Público";"Aberta";"Rexistrada e integrada"
